Date,NVDA.O,AAPL.O,GOOG.O,GOOGL.O,AVGO.O,TSLA.O,MU.O,AMD.O,AMAT.O,LRCX.O,INTC.O,KLAC.O,TXN.O,ADI.O,QCOM.O,RTX.N,BA.N,LMT.N,NOC.N,GD.N,CAT.N,GE.N,ETN.N,PH.N,HWM.N,FCX.N,WDC.O,STX.O,VRT.N,HON.O,SPY.N,.MVREMXTR
2018-05-23,6.1885,47.09,53.9845,54.298,24.056,18.604648,59.97,13.1,50.34,20.331,55.21,113.3,111.07,94.39,58.82,75.248547,359.21,325.32,328.23,205.56,157.74,67.86322,79.0,177.84,14.287579,17.35,66.872724,58.28,,136.501613,273.38,516.06
2018-05-24,6.19225,47.0375,53.962,54.2725,24.353,18.523315,61.49,13.41,50.77,20.437,54.75,113.53,110.75,95.04,59.08,75.142381,359.0,326.35,332.81,208.73,157.7,69.873273,78.91,177.48,14.164938,17.38,66.086875,58.28,,136.285116,272.84,510.85
2018-05-25,6.232,47.145,53.783,54.204,25.003,18.589981,61.35,13.54,50.85,20.203,55.44,114.32,111.56,95.45,59.96,74.924149,360.09,320.8,331.93,208.12,155.85,70.016849,78.27,177.13,14.126613,17.08,65.248132,57.47,,135.906245,272.18,499.11
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.57
2018-05-29,6.21475,46.975,53.016,53.4035,24.969,18.917314,62.62,13.36,52.02,20.028,55.32,113.65,110.94,94.39,58.23,73.791705,352.48,317.2,326.48,201.81,153.62,67.86322,76.94,172.73,13.743363,16.65,65.35392,57.25,,133.687147,269.1,496.02
2018-05-30,6.32475,46.875,53.39,53.8735,24.94,19.447981,62.57,13.82,51.59,20.183,55.68,114.01,111.85,94.98,58.39,74.434603,358.19,321.04,331.57,204.04,155.46,67.815362,77.91,175.2,13.888998,17.12,65.384145,58.03,,135.707789,272.58,488.82
2018-05-31,6.30475,46.7175,54.2495,55.0,25.207,18.981981,57.59,13.73,50.78,19.818,55.2,113.23,111.91,97.18,58.12,73.620659,352.16,314.54,327.25,201.71,151.91,67.384636,76.58,170.9,13.528743,16.9,63.10216,56.35,,133.425546,270.74,494.99
2018-06-01,6.4405,47.56,55.975,56.75,25.634,19.454647,58.74,14.4,52.24,20.268,57.08,115.84,114.8,98.4,58.61,74.204575,356.72,316.63,329.99,203.47,153.52,67.480353,76.9,172.71,13.605393,17.12,64.885433,57.9,,135.392064,273.64,496.18
2018-06-04,6.62125,47.9575,56.9645,57.652,25.837,19.782647,59.1,14.85,52.29,20.459,56.83,116.24,115.74,99.98,58.71,74.487686,360.73,318.17,332.81,202.6,152.5,65.613875,76.97,172.23,13.597728,17.21,64.114696,57.47,,135.437168,274.9,494.53
2018-06-05,6.62675,48.3275,56.983,57.551,25.926,19.408647,59.41,14.85,52.91,20.184,56.53,118.13,117.66,100.64,58.98,74.287149,360.1,320.02,329.19,201.1,153.01,66.044601,79.45,173.07,13.582398,17.65,64.908102,59.18,,135.193608,275.2,489.7
2018-06-06,6.62875,48.495,56.844,57.3475,26.352,21.299979,59.42,15.67,52.53,19.961,57.03,117.43,118.11,102.1,59.84,74.800288,371.56,319.91,335.22,201.51,156.51,65.278866,80.28,174.18,13.743363,18.2,64.016465,58.67,,136.21295,277.5,494.77
2018-06-07,6.5725,48.365,56.193,56.721,26.468,21.072646,59.63,14.89,51.25,18.883,55.88,115.93,117.24,101.96,60.64,75.248547,368.53,321.95,338.07,202.85,156.29,65.948884,80.34,175.48,13.758693,17.93,62.414542,55.23,,137.196209,277.33,491.95
2018-06-08,6.557,47.925,56.0435,56.6355,25.797,21.177312,61.39,15.25,51.15,18.803,55.05,114.2,115.74,101.06,60.26,75.266242,369.5,322.31,338.63,202.58,155.32,66.66676,80.35,174.71,13.751028,18.03,62.429655,55.98,,136.988732,278.2,485.2
2018-06-11,6.5155,47.8075,56.4995,57.045,26.083,22.139978,61.39,15.73,49.89,18.371,54.52,112.47,115.28,101.39,59.93,75.596538,370.94,319.3,334.36,201.7,156.3,66.906052,80.81,174.5,13.919658,18.19,62.716792,57.94,,136.997753,278.56,485.66
2018-06-12,6.5645,48.07,56.966,57.4095,26.143,22.85131,60.55,15.85,50.86,18.693,54.82,113.59,115.41,102.02,59.79,75.407797,370.62,315.16,329.35,198.5,157.49,66.906052,80.41,174.17,13.797018,17.86,62.051843,57.1,,137.349561,278.98,481.64
2018-06-13,6.56,47.675,56.7395,57.2115,26.358,22.98531,60.05,16.32,50.98,18.459,55.03,112.96,114.0,101.05,59.22,74.871066,363.85,314.35,327.82,199.82,154.71,66.475327,80.05,172.14,13.774023,17.81,62.611005,56.95,,136.96167,277.94,476.38
2018-06-14,6.67275,47.7,57.606,58.0055,26.846,23.847976,59.18,16.25,49.69,18.117,55.54,113.13,114.72,101.7,59.46,74.871066,362.42,310.59,322.56,195.82,153.14,65.278866,79.28,171.91,13.797018,17.58,62.376761,59.08,,136.393364,278.72,474.63
2018-06-15,6.6315,47.21,57.613,57.9635,27.023,23.877976,58.23,16.34,49.31,17.841,55.11,112.84,115.89,101.5,59.86,74.853371,357.88,310.14,321.52,195.8,150.02,63.651681,79.25,170.92,13.436763,16.89,60.903294,58.43,,135.518354,277.2,468.55
2018-06-18,6.62725,47.185,58.673,59.179,26.45,24.721975,58.45,17.11,48.32,17.42,53.22,112.05,114.39,101.09,59.2,75.195464,354.74,309.52,322.42,195.97,148.68,63.173097,79.23,169.55,13.521078,16.8,60.653938,58.98,,135.265774,276.57,466.44
2018-06-19,6.50425,46.4225,58.403,58.9345,26.095,23.50331,59.25,16.69,48.55,17.335,52.93,110.58,113.66,100.06,58.7,73.756316,341.12,302.52,313.84,190.69,143.3,61.976636,78.21,163.61,13.337117,16.26,60.835288,57.95,,132.85724,275.51,448.79
2018-06-20,6.55775,46.625,58.492,59.2035,26.122,24.147976,58.95,16.52,48.58,17.454,53.46,109.77,114.24,101.0,58.79,73.939159,342.69,302.86,312.08,191.4,143.13,61.641628,77.94,164.47,13.275797,16.3,60.616157,58.08,,132.189706,275.98,452.16
2018-06-21,6.42775,46.365,57.883,58.472,25.965,23.16731,59.44,15.65,48.99,17.605,52.19,110.31,112.11,99.16,58.75,72.830307,337.66,300.38,313.45,188.43,139.53,61.067327,76.36,158.5,12.999857,16.36,61.122425,58.44,,129.87138,274.23,445.08
2018-06-22,6.27375,46.23,57.774,58.4645,25.971,22.241978,57.1,15.8,47.96,17.47,52.5,106.56,112.38,99.09,58.5,73.65015,338.91,299.38,312.06,189.38,139.94,62.45522,76.59,157.38,13.061177,16.44,60.20812,58.22,,129.898442,274.71,451.84
2018-06-25,5.978,45.5425,56.2405,56.964,25.242,22.200644,53.16,15.11,46.71,17.101,50.71,104.14,110.19,98.15,57.05,73.496798,331.2,298.77,313.72,189.1,136.58,61.019468,75.94,155.76,12.930872,15.74,59.036903,55.83,,129.934525,271.01,443.66
2018-06-26,6.04975,46.1075,55.923,56.631,25.154,22.799977,54.59,15.5,46.67,17.393,49.67,104.59,111.51,98.71,56.45,74.104307,331.3,299.08,309.34,188.8,135.54,65.75745,75.51,155.83,13.053512,16.25,59.32404,56.51,,129.907463,271.55,443.46
2018-06-27,5.893,46.04,55.199,55.847,24.711,22.966644,52.26,14.97,45.25,16.98,48.76,100.64,108.78,96.5,55.17,73.349344,329.82,294.78,306.59,185.89,134.61,66.810335,75.26,153.96,12.999857,16.9,58.409735,55.69,,129.12266,269.269,442.14
2018-06-28,6.0215,46.375,55.711,56.339,24.49,23.328643,53.14,15.31,45.29,17.087,49.25,101.81,109.1,95.95,55.9,73.4909,334.65,295.24,307.72,187.44,136.03,66.188176,74.44,154.83,13.022852,16.79,58.130154,56.36,,129.113639,270.94,436.32
2018-06-29,5.9225,46.2775,55.7825,56.4595,24.264,22.86331,52.44,14.99,46.19,17.285,49.71,102.53,110.25,95.92,56.12,73.74452,335.51,295.43,307.7,186.41,135.67,65.135291,74.74,155.85,13.038182,17.26,58.492854,56.47,,129.943546,271.19,446.64
2018-07-02,6.056,46.795,56.373,57.1055,24.205,22.337978,54.48,15.16,45.68,17.305,50.2,103.8,110.24,96.31,56.18,73.74452,336.08,299.12,308.87,187.37,136.29,63.986689,74.93,156.09,12.923207,17.16,58.968897,57.61,,130.629121,271.93,440.31
2018-07-03,5.921,45.98,55.1445,55.814,23.929,20.723979,51.48,15.0,44.8,16.725,49.47,101.6,108.91,94.51,55.33,73.67964,332.93,299.46,308.84,189.69,133.83,63.986689,75.45,156.81,12.953867,17.07,58.084817,56.9,,130.74639,270.83,439.68
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.39
2018-07-05,6.06825,46.35,56.2135,57.0645,24.54,20.610646,52.84,15.5,45.44,17.182,50.75,103.43,111.51,96.4,57.38,73.697335,333.18,299.19,308.25,188.7,135.81,64.27384,75.84,157.08,13.084172,16.97,58.530635,58.61,,130.728349,273.09,431.92
2018-07-06,6.18325,46.9925,57.0085,57.754,24.768,20.593313,53.23,16.36,46.13,17.386,51.37,104.87,112.71,97.2,57.84,73.962751,334.64,299.19,307.36,188.84,135.41,66.283893,76.02,156.82,13.206812,17.51,58.885778,58.59,,131.450007,275.37,437.74
2018-07-09,6.23125,47.645,57.7025,58.364,24.743,21.233979,54.31,16.61,46.52,17.702,51.86,105.96,112.09,97.18,58.04,74.717714,341.92,306.48,313.7,191.54,140.97,66.762477,77.8,159.79,13.636053,18.11,60.20812,58.75,,132.98353,277.89,449.66
2018-07-10,6.33125,47.5875,57.642,58.357,25.056,21.497979,55.74,16.55,46.74,17.64,52.16,106.06,113.73,98.54,58.37,74.941844,347.16,308.83,315.12,192.8,141.25,67.815362,78.31,160.03,13.597728,18.11,60.51037,58.89,,133.542815,278.82,458.71
2018-07-11,6.18825,46.97,57.695,58.573,24.344,21.263979,54.18,16.27,45.2,16.926,51.2,103.26,111.76,96.22,57.3,73.656048,340.6,306.58,311.77,191.51,136.76,66.953911,75.76,157.96,13.099502,17.41,59.086019,57.24,,130.36752,276.91,449.95
2018-07-12,6.28075,47.7575,59.174,60.063,20.998,21.113979,55.45,16.56,45.68,17.132,52.35,104.55,115.84,98.4,58.32,75.11289,346.03,313.31,322.13,193.64,139.42,66.953911,76.87,158.6,13.260467,17.29,59.580952,59.02,,133.407504,279.3,453.2
2018-07-13,6.233,47.8325,59.441,60.221,20.246,21.257979,56.35,16.27,46.13,17.179,52.22,104.86,115.14,98.12,58.39,76.386889,350.79,318.37,321.73,192.74,140.75,66.475327,77.76,161.51,13.321787,16.8,60.08722,59.02,,133.055696,279.57,457.97
2018-07-16,6.205,47.7275,59.193,59.8255,20.325,20.673313,56.15,16.58,46.31,17.179,52.01,104.16,114.56,97.64,58.35,76.074288,356.1,319.05,320.33,191.5,138.08,66.523185,77.34,157.7,14.716819,16.77,59.26359,58.45,,132.063416,279.35,451.19
2018-07-17,6.34225,47.8625,59.94,60.654,20.831,21.512645,56.96,16.87,47.3,17.724,51.75,105.89,115.8,98.26,58.91,77.094667,356.88,317.5,321.2,192.32,138.95,65.518158,77.82,158.75,14.747479,16.77,59.68674,58.1,,133.948748,280.5,449.97
2018-07-18,6.2925,47.6,59.794,60.6455,20.878,21.589978,57.45,16.85,48.28,18.132,51.72,110.23,115.68,99.09,58.76,77.672685,360.23,319.77,323.71,195.43,141.12,65.805309,78.37,162.1,15.08474,17.08,59.528059,58.1,,134.544116,281.05,446.42
2018-07-19,6.30075,47.97,59.348,59.955,21.037,21.348645,56.22,16.71,46.67,17.823,51.98,108.49,114.59,98.26,59.31,76.888232,355.33,319.6,324.16,194.35,139.42,65.709592,78.21,165.08,14.693824,15.8,58.530635,57.18,,133.091779,280.03,440.43
2018-07-20,6.27225,47.86,59.2455,59.894,21.033,20.905312,55.02,16.5,46.76,17.781,51.91,106.92,115.0,97.81,58.61,76.82925,354.9,322.55,323.93,195.28,136.82,62.790229,77.64,163.47,14.586514,15.75,57.911023,56.48,,138.134364,279.73,439.01
2018-07-23,6.23525,47.9025,60.275,60.55,21.672,20.213313,54.29,16.66,46.43,17.484,52.31,106.94,114.67,97.79,59.08,76.304315,353.27,318.33,316.67,193.23,136.28,62.16807,76.87,159.77,14.555854,15.83,57.714561,56.35,,138.648546,280.24,439.42
2018-07-24,6.21775,48.25,62.404,62.9075,21.734,19.828647,53.17,16.19,45.91,17.339,52.18,103.95,113.8,97.45,58.85,79.176712,358.27,322.57,316.17,196.75,137.97,62.790229,77.45,161.73,14.893114,16.07,56.754919,55.72,,139.965572,281.57,446.24
2018-07-25,6.29675,48.705,63.185,63.797,22.597,20.582646,53.39,16.05,45.96,17.28,52.43,104.44,113.22,96.55,59.42,79.477518,355.92,324.36,295.5,203.45,140.48,62.742371,78.98,163.15,14.762809,15.86,57.147843,56.44,,142.545499,284.13,439.45
2018-07-26,6.371,48.5525,63.4165,64.275,22.318,20.443313,53.76,18.35,47.17,17.726,52.16,105.23,113.3,97.7,63.58,80.120416,359.32,322.94,295.31,200.48,142.58,62.933805,79.96,165.18,16.387791,15.97,58.251054,57.54,,143.537779,283.29,437.56
2018-07-27,6.3005,47.745,61.925,62.6445,22.105,19.81198,53.96,18.94,48.3,19.002,47.68,107.57,112.6,96.98,62.69,79.347759,360.65,324.09,301.65,198.65,142.56,62.503079,80.57,164.42,16.418451,15.99,53.747535,54.69,,143.736235,281.46,430.38
2018-07-30,6.10325,47.4775,60.987,61.502,22.519,19.344647,53.01,19.42,47.91,18.784,47.69,106.3,110.91,95.31,62.04,78.504324,351.06,320.11,294.83,196.26,139.75,62.981663,79.86,163.51,15.989211,16.08,52.916349,54.0,9.85,141.553219,279.89,427.25
2018-07-31,6.1215,47.5725,60.863,61.361,22.177,19.87598,52.79,18.33,48.63,19.064,48.1,117.42,111.32,96.14,64.09,80.061434,356.3,326.1,300.49,199.76,143.8,65.231008,83.17,169.05,16.625407,16.5,53.007024,52.62,9.85,144.015877,281.22,426.44
2018-08-01,6.16175,50.375,61.0005,61.6495,21.68,20.05598,52.29,18.48,47.97,18.629,48.81,116.71,111.0,96.04,64.35,79.56599,352.76,324.93,300.9,196.01,138.54,63.36453,82.37,165.66,16.410786,15.58,52.31185,53.07,9.98,141.526157,280.92,422.58
2018-08-02,6.2655,51.8475,61.3075,62.0565,21.635,23.302643,53.4,18.79,48.11,18.71,49.48,118.47,112.21,96.19,64.77,79.105935,349.73,322.02,298.69,194.94,138.01,63.029521,81.17,171.57,16.150176,15.43,51.775356,53.42,9.99,140.633105,282.34,411.76
2018-08-03,6.3025,51.9975,61.1855,61.908,21.781,23.21131,52.81,18.49,48.84,18.729,49.63,119.59,112.84,96.56,65.4,78.970277,348.44,320.55,297.25,194.09,138.51,62.885946,81.57,172.51,16.272816,15.71,51.352207,53.88,,139.857323,283.65,409.58
2018-08-06,6.35075,52.2675,61.2385,61.8835,21.695,22.799311,52.67,19.43,49.48,18.831,49.3,118.27,113.11,97.38,65.73,78.999768,346.57,316.92,295.43,193.52,139.48,62.694512,81.19,174.3,16.234491,15.4,51.609119,54.23,9.95,139.794178,284.68,401.95
2018-08-07,6.42375,51.7775,62.111,62.792,22.031,25.304641,53.04,19.56,49.63,18.591,49.7,118.16,115.76,98.59,65.44,79.324166,350.76,317.41,295.26,196.28,142.38,62.981663,82.58,174.09,16.058196,15.36,51.193526,54.87,,141.048059,285.54,402.51
2018-08-08,6.4605,51.8125,62.2805,63.0665,21.946,24.689309,53.39,19.58,50.18,19.002,49.96,118.17,116.16,98.49,65.16,79.453925,347.78,315.31,294.95,195.13,139.71,62.45522,81.91,172.78,16.027536,15.39,50.664589,55.04,,140.001654,285.42,402.04
2018-08-09,6.4115,52.22,62.455,63.223,21.658,23.496643,52.26,19.1,49.16,18.449,50.14,116.77,114.34,97.74,65.08,79.176712,343.72,315.71,291.43,192.57,138.52,61.928778,81.71,170.99,15.920226,15.31,49.954303,51.02,9.9,138.883085,285.06,405.97
2018-08-10,6.36975,51.8825,61.8805,62.6255,21.223,23.69931,51.37,19.06,48.13,17.81,48.85,114.23,110.09,94.94,64.82,78.504324,339.41,313.12,291.32,191.81,135.92,61.115185,80.55,168.0,15.950886,15.11,48.956879,50.88,9.85,138.098281,283.12,398.46
2018-08-13,6.403,52.2175,61.7505,62.432,21.108,23.760643,51.34,19.73,48.25,17.815,48.45,116.15,109.94,95.13,64.84,77.961694,338.36,313.64,292.02,191.84,135.02,59.583716,80.12,167.28,15.644285,14.92,48.526173,51.01,9.8,137.430748,282.05,389.2
2018-08-14,6.53575,52.4375,62.105,62.907,20.73,23.175977,50.62,20.02,48.38,17.669,48.12,115.32,110.34,94.85,65.43,78.10325,339.14,318.59,293.86,193.63,134.92,59.105132,80.14,166.21,15.858906,14.8,49.108004,53.23,9.8,139.036437,283.86,391.48
2018-08-15,6.477,52.56,60.719,61.611,20.658,22.579311,47.49,19.7,47.51,17.283,47.46,112.75,109.6,93.76,65.68,77.708074,331.76,317.7,291.51,192.31,132.02,58.482973,79.63,166.49,15.59063,13.66,48.322155,52.89,9.88,138.179468,281.76,379.06
2018-08-16,6.436,53.33,60.3245,61.203,20.869,22.363311,47.1,19.33,47.43,17.429,47.17,112.24,109.4,94.26,65.76,78.628185,345.98,325.86,291.99,192.44,136.26,58.86584,80.51,168.24,15.866571,13.77,49.160897,53.05,9.86,139.009375,284.1,376.39
2018-08-17,6.1205,54.395,60.048,60.7925,20.927,20.366646,47.11,19.77,43.77,16.991,47.1,112.4,109.64,94.58,66.06,79.294675,346.4,325.23,294.39,193.68,139.34,58.86584,81.0,169.57,16.004541,13.97,48.835979,54.26,9.8,139.974592,285.03,378.78
2018-08-20,6.196,53.865,60.3885,61.0975,20.672,20.562646,48.07,19.98,43.53,17.128,46.5,110.93,109.03,93.74,66.16,79.707546,350.74,324.22,297.5,194.92,138.67,58.86584,81.35,170.1,16.249821,14.12,48.375048,54.54,,140.245214,285.71,383.73
2018-08-21,6.333,53.76,60.081,60.8705,21.051,21.459979,49.94,20.4,43.76,17.439,47.62,113.29,111.51,95.92,66.55,80.20299,353.77,324.39,298.18,194.96,139.99,60.445167,82.03,172.07,16.525762,14.32,49.032441,54.81,9.8,141.607344,286.25,384.39
2018-08-22,6.5705,53.7625,60.3665,61.0875,20.754,21.442645,50.24,20.9,42.99,17.308,47.05,114.01,112.19,97.92,66.84,78.586898,350.03,321.92,297.24,192.48,139.63,59.679433,81.49,170.68,16.426116,14.53,48.375048,55.32,9.8,140.840582,286.19,387.26
2018-08-23,6.671,53.8725,60.269,61.058,20.559,21.339979,49.7,22.29,42.79,17.277,46.98,113.93,112.4,97.39,66.86,78.221213,347.48,320.01,297.58,191.59,136.79,60.014442,80.92,169.08,16.272816,14.18,47.86878,55.72,9.8,142.446271,285.78,384.83
2018-08-24,6.8055,54.04,61.0325,61.8375,20.9,21.521312,50.7,23.98,42.73,17.246,47.66,115.44,113.64,98.78,67.15,78.657676,349.38,321.29,298.04,192.59,138.21,59.823008,81.68,171.53,17.039317,14.47,48.216367,55.75,,142.085442,287.53,384.27
2018-08-27,6.8975,54.485,62.091,62.8135,21.297,21.284645,52.07,25.26,43.75,17.621,48.35,117.48,115.25,100.07,67.34,79.837305,353.74,324.34,300.13,195.29,142.04,61.115185,83.09,174.66,16.909012,14.73,48.715079,56.36,9.75,143.745255,289.69,398.33
2018-08-28,6.8595,54.925,61.5575,62.293,21.443,20.790646,52.34,25.05,43.4,17.414,48.57,117.36,115.02,100.42,69.78,79.330064,351.21,324.34,300.41,195.62,142.0,61.067327,83.57,175.14,16.786372,14.66,48.866204,56.46,9.75,144.42181,289.87,405.29
2018-08-29,6.96225,55.745,62.465,63.2325,21.499,20.33398,51.83,25.2,43.1,17.262,48.75,116.73,115.47,100.17,69.2,78.811027,350.19,324.32,297.11,194.71,141.86,62.072353,83.57,175.81,16.993327,14.67,47.899005,55.98,9.8,144.602224,291.49,401.0
2018-08-30,6.94525,56.2575,61.956,62.722,21.665,20.20998,52.76,24.89,43.14,17.247,48.24,116.75,112.58,98.57,68.14,78.203518,346.9,321.85,298.69,192.51,139.06,61.115185,82.83,175.09,16.916677,14.15,47.815887,53.14,9.8,143.835463,290.25,395.95
2018-08-31,7.017,56.9075,60.9095,61.59,21.903,20.110647,52.52,25.17,43.02,17.309,48.43,116.21,112.4,98.85,68.71,77.678583,342.79,320.41,298.49,193.4,138.85,61.928778,83.14,175.6,17.154292,14.05,47.785662,53.54,9.79,143.483654,290.22,391.2
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.93
2018-09-04,7.0925,57.09,59.85,60.5655,21.943,19.263314,51.93,28.06,42.62,17.196,47.96,118.19,112.54,98.11,69.98,77.796546,346.25,321.91,297.65,192.61,138.24,60.636601,82.77,174.74,16.932007,13.48,45.51879,49.41,,144.006856,289.87,382.64
2018-09-05,6.9605,56.7175,59.324,59.955,22.142,18.715981,49.54,28.51,42.5,17.204,47.72,118.83,111.13,97.87,70.89,78.315583,346.68,321.33,296.75,193.98,140.59,60.110159,84.56,176.56,16.985662,13.67,45.344996,49.37,,145.946312,289.05,374.63
2018-09-06,6.818,55.775,58.572,59.1995,21.597,18.729981,44.65,27.84,40.27,16.005,47.26,107.28,110.89,97.09,70.36,78.752046,351.27,328.91,301.69,195.24,141.57,59.870867,84.67,177.83,16.801702,13.57,43.667511,49.39,9.8,147.948913,288.19,365.03
2018-09-07,6.7965,55.325,58.2415,58.8795,23.258,17.549316,44.86,27.38,39.85,15.958,46.45,104.18,108.46,93.96,70.38,77.861426,349.28,328.53,300.52,194.71,141.32,59.344424,83.81,177.72,16.801702,13.18,43.591949,49.8,9.78,146.866426,287.57,367.92
2018-09-10,6.86825,54.5825,58.232,58.753,24.061,19.033314,44.9,29.89,39.6,15.946,46.3,105.69,108.32,94.59,72.32,78.828722,341.86,322.95,303.94,195.69,142.05,59.870867,85.25,180.32,16.855357,13.2,43.108349,50.29,9.87,147.371587,288.09,361.82
2018-09-11,6.82,55.9625,58.868,59.4995,23.255,18.629315,43.6,30.1,39.18,15.54,44.93,105.62,106.05,93.25,72.51,78.805129,345.25,322.23,302.97,196.06,142.03,59.009415,85.06,180.2,17.031652,13.04,41.544208,48.98,9.75,147.091944,289.1,360.06
2018-09-12,6.705,55.2675,58.141,58.58,22.989,19.369314,41.74,32.21,38.39,15.037,44.93,102.9,104.54,91.02,71.75,78.970277,353.41,325.28,303.53,196.2,144.28,60.349451,85.97,183.35,17.391908,13.63,42.74565,49.47,9.79,147.840665,289.16,360.87
2018-09-13,6.7835,56.6025,58.7665,59.107,23.542,19.297314,43.62,30.48,38.89,15.312,45.57,104.16,105.72,92.4,74.61,79.931675,355.46,331.28,303.41,198.57,145.54,60.828035,86.7,184.68,17.246273,13.58,43.14613,48.21,,149.482437,290.81,365.16
2018-09-14,6.91075,55.96,58.6265,58.899,23.634,19.67998,44.3,32.72,39.1,15.346,45.54,104.47,105.36,92.53,75.09,81.276452,359.8,335.8,307.34,200.51,144.9,60.684459,87.15,187.15,17.391908,13.69,43.040343,48.29,,148.941193,290.91,369.4
2018-09-17,6.84825,54.47,57.8025,57.9915,23.483,19.65598,43.58,32.43,38.7,15.21,45.42,103.27,103.7,91.31,73.24,81.25286,355.96,339.34,311.02,202.43,146.22,60.780176,87.13,187.45,17.414903,13.72,43.20658,47.94,9.77,149.518519,289.34,364.6
2018-09-18,6.7755,54.56,58.061,58.3555,23.973,18.997314,45.33,31.93,39.19,15.365,46.1,103.59,104.91,91.86,74.72,82.326322,363.58,343.22,317.63,204.61,149.07,60.588743,86.93,188.89,17.621858,14.01,43.901754,47.98,9.75,149.870328,290.9,368.54
2018-09-19,6.7995,54.5925,58.5545,58.7135,24.179,19.934647,45.06,31.21,39.04,15.319,46.15,102.45,107.37,92.58,74.06,82.868952,365.22,339.3,312.26,204.01,152.76,61.545911,88.01,190.48,17.491553,14.3,44.120885,48.09,9.78,149.563623,291.24,374.41
2018-09-20,6.657,55.0075,59.3435,59.5785,24.493,19.888647,46.06,31.18,39.39,15.528,47.2,103.92,108.49,95.1,74.6,83.665202,367.46,333.13,301.41,202.86,156.0,59.631574,88.32,190.51,17.322923,14.39,45.375221,49.02,9.73,150.231157,293.56,384.16
2018-09-21,6.58625,54.415,58.3045,58.606,24.81,19.93998,44.74,31.02,39.63,15.568,46.66,104.52,110.05,94.56,73.7,83.800859,372.23,337.66,306.69,204.66,156.38,58.243681,88.5,190.58,17.537543,14.61,45.881489,49.28,9.75,150.952815,292.01,397.63
2018-09-24,6.6425,55.1975,58.6685,58.978,24.945,19.978647,45.16,32.61,39.1,15.474,46.91,104.38,109.8,95.0,73.58,82.774582,367.99,337.58,306.11,202.83,154.0,56.185769,87.45,189.64,16.571752,14.24,45.27699,49.15,,149.256918,291.07,395.01
2018-09-25,6.71025,55.5475,59.2325,59.6945,24.765,20.06598,44.64,32.57,38.58,15.129,45.91,102.36,107.55,92.56,72.74,82.402998,367.23,343.54,314.41,203.48,154.09,53.936424,87.15,188.27,16.924342,14.49,45.09564,48.49,9.75,149.347126,290.69,392.18
2018-09-26,6.673,55.105,59.0245,59.703,24.543,20.638646,44.35,32.19,38.26,14.881,45.7,100.58,106.22,92.32,71.76,82.314526,365.03,342.88,314.58,201.86,153.17,54.510725,86.91,186.78,16.510432,14.0,44.536479,47.07,9.75,149.52754,289.85,389.55
2018-09-27,6.685,56.2375,59.732,60.368,24.645,20.501313,44.99,32.59,38.35,15.057,45.88,100.91,107.29,92.18,71.71,82.385304,367.39,346.05,316.77,202.08,152.47,55.180743,86.76,186.5,16.801702,13.87,44.037767,46.57,9.75,149.166711,290.64,385.92
2018-09-28,7.0255,56.435,59.6735,60.354,24.673,17.651316,45.23,30.89,38.65,15.17,47.29,101.71,107.29,92.46,72.03,82.46198,371.9,345.96,317.37,204.72,152.49,54.032141,86.73,183.93,16.870687,13.92,44.234229,47.35,9.75,150.104867,290.61,389.44
2018-10-01,7.234,56.815,59.7655,60.4265,24.951,20.713313,45.15,31.42,38.34,15.024,46.45,100.76,107.74,92.39,72.6,83.116674,382.29,347.93,318.5,205.5,152.28,57.860813,87.45,184.87,16.970332,13.7,43.841304,46.98,9.75,151.828984,291.67,389.42
2018-10-02,7.162,57.32,60.0055,60.382,24.81,20.06798,45.76,29.02,38.9,15.108,48.1,100.97,108.46,92.29,73.35,83.429276,386.37,349.07,318.77,204.98,154.82,58.961557,87.85,184.86,17.008657,13.89,43.614617,46.93,9.73,151.454976,291.57,393.05
2018-10-03,7.16825,58.0175,60.1475,60.5765,24.942,19.653314,45.15,28.43,38.92,15.217,48.76,102.81,108.18,91.83,72.64,83.175655,392.3,347.44,317.63,205.72,158.22,59.727291,87.72,185.4,17.077642,13.95,44.098217,47.79,,150.862037,291.78,391.26
2018-10-04,6.98225,56.9975,58.4095,58.8535,24.817,18.788648,44.16,27.78,37.89,14.901,48.13,101.35,105.87,89.99,72.38,82.804072,389.99,349.46,318.09,205.91,156.75,60.588743,87.7,184.97,17.023987,13.63,42.775875,46.65,9.75,150.250853,289.48,389.33
2018-10-05,6.7465,56.0725,57.8675,58.3915,24.423,17.463316,43.58,27.35,37.24,14.79,47.03,99.34,103.28,87.15,71.21,82.019619,386.47,347.21,320.34,206.32,153.31,63.07738,86.67,182.37,16.740382,13.27,42.428288,46.81,9.72,149.667036,287.89,385.11
2018-10-08,6.64425,55.9425,57.4485,57.796,24.137,16.703983,43.07,26.46,36.59,14.608,47.03,99.22,101.93,86.48,70.93,82.332221,385.77,349.93,319.0,207.16,153.35,65.135291,86.67,181.47,17.936123,13.29,42.050476,45.84,9.75,150.387685,287.8,375.93
